drug_name,drug_class,recommended_temp,temperature_exposure,humidity,exposure_hours,stability_index,risk_label
Amoxicillin,Antibiotic,25,42.5348853746642,67.03972248697742,8.251378242067593,4,High
Metformin,Antidiabetic,25,30.961667682731772,65.3177760915937,10.249247918688114,2,High
Amoxicillin,Antibiotic,25,26.191288631613492,77.42639578826595,10.024617466125765,4,Moderate
Insulin,Biologic,8,43.41817127864827,52.74488649062132,1.2983508181802896,5,High
Insulin,Biologic,8,40.35315992608493,77.62284342002053,7.041113891424458,5,High
Aspirin,Analgesic,25,23.935983747417772,45.5539646553084,6.842946426818707,3,Low
Insulin,Biologic,8,35.26063171176331,48.56783820583714,4.372644719956412,5,High
Insulin,Biologic,8,21.537385137936962,59.76089217365299,7.740275707344242,5,High
Metformin,Antidiabetic,25,32.74976129146707,74.70333067171529,6.40506810277823,2,High
Insulin,Biologic,8,35.17225834179102,56.92783392757715,2.07799808386339,5,High
Insulin,Biologic,8,20.49549892943981,50.87331045801682,8.82068188218441,5,High
Amoxicillin,Antibiotic,25,28.102962832117825,64.61015413441223,9.134621973155788,4,High
Aspirin,Analgesic,25,24.96988187477465,72.4690721140393,11.221549436136227,3,Low
Insulin,Biologic,8,42.58196468516438,51.68231209863856,2.4664964732212167,5,High
Paracetamol,Analgesic,30,37.20324680576846,46.13672179999453,3.410578790498303,2,Moderate
Metformin,Antidiabetic,25,40.352700836305814,58.28765348089411,5.170574959568175,2,High
Insulin,Biologic,8,20.49413433788907,54.781618290026685,3.5722589094495727,5,High
Insulin,Biologic,8,20.352706170833265,71.04408765212064,7.405793164337093,5,High
Paracetamol,Analgesic,30,21.350871073773526,79.70439199126827,1.705774337883423,2,Low
Aspirin,Analgesic,25,32.63930260273399,65.89256420019638,2.1120332974852305,3,Moderate
Insulin,Biologic,8,29.740143901610892,75.88300416124298,7.814980794896123,5,High
Amoxicillin,Antibiotic,25,41.0415113827651,55.10323335738653,8.065576349571105,4,High
Paracetamol,Analgesic,30,34.76209294116927,71.48914547295529,7.36931397945495,2,High
Aspirin,Analgesic,25,44.41356509574504,62.23490918676171,3.6408132209264097,3,High
Metformin,Antidiabetic,25,35.891380464125575,43.94529732518431,5.885143207423864,2,High
Insulin,Biologic,8,43.22013884794046,44.49594245853785,8.083306419055498,5,High
Insulin,Biologic,8,30.98907562317077,58.9899175769808,5.655028612948007,5,High
Paracetamol,Analgesic,30,43.165526517359446,72.59235994267846,3.892511411665871,2,High
Metformin,Antidiabetic,25,36.7499533252944,64.9579180928126,11.219574229635104,2,High
Amoxicillin,Antibiotic,25,32.32777609277358,75.11862198853973,2.498958726700799,4,High
Paracetamol,Analgesic,30,36.41793092318419,45.65696946101406,3.7148229933808,2,Moderate
Aspirin,Analgesic,25,29.61550853988509,73.79242093715453,10.064261803325723,3,High
Insulin,Biologic,8,40.45119236465017,61.42182298991945,5.605610744698215,5,High
Aspirin,Analgesic,25,40.137160091869646,71.37932722861245,11.437913061716095,3,High
Aspirin,Analgesic,25,30.894077957567873,41.21606812580496,5.295552753908965,3,High
Aspirin,Analgesic,25,21.173554944906304,61.13542433339073,1.93177126893054,3,Low
Metformin,Antidiabetic,25,30.183342246052575,75.93023776708193,7.5531528843473374,2,High
Metformin,Antidiabetic,25,28.693131240226027,48.861572383031465,2.382320870347227,2,Low
Paracetamol,Analgesic,30,36.57635951648383,70.73706133810705,3.1331422950545935,2,Moderate
Aspirin,Analgesic,25,24.927109176608653,53.77208283498813,8.925954115482,3,Low
Metformin,Antidiabetic,25,38.8690635835588,56.8791312332371,10.939264040092501,2,High
Aspirin,Analgesic,25,24.45446667354692,52.54729000069403,4.318854612032758,3,Low
Amoxicillin,Antibiotic,25,32.31035881281928,43.223090013488275,10.292324322161853,4,High
Amoxicillin,Antibiotic,25,38.29569974226177,72.56156209277309,4.023978580264265,4,High
Aspirin,Analgesic,25,33.54031310698179,75.5007046072781,4.891684912750863,3,High
Amoxicillin,Antibiotic,25,36.2152455572549,56.95065943452441,7.148325683612653,4,High
Insulin,Biologic,8,44.35855226611495,53.06840053898047,11.376784196398935,5,High
Aspirin,Analgesic,25,27.75698856591757,72.72099094952145,9.714765253532057,3,High
Paracetamol,Analgesic,30,36.2570140135912,66.43544547425887,5.091867651241448,2,High
Aspirin,Analgesic,25,43.75501070399447,66.64876944922243,5.255425929244527,3,High
Metformin,Antidiabetic,25,38.98299218492579,43.41999761921576,1.6264243140923342,2,Moderate
Paracetamol,Analgesic,30,42.24320735939354,72.89518967870657,10.894748193415444,2,High
Metformin,Antidiabetic,25,31.53954877154188,44.74577695958167,5.71940180879144,2,High
Paracetamol,Analgesic,30,43.76784000760192,46.53577118317105,11.615809591951665,2,High
Paracetamol,Analgesic,30,31.761238624702237,41.9545184340297,2.3076574844801496,2,Low
Paracetamol,Analgesic,30,35.13274869512251,57.79115991344737,3.528498748766729,2,Moderate
Insulin,Biologic,8,22.1840122379411,74.89868628535754,3.524697459498002,5,High
Amoxicillin,Antibiotic,25,42.30279696343639,64.9379606739904,10.521177514192356,4,High
Aspirin,Analgesic,25,24.488579891079524,46.18264779538274,9.597398623213758,3,Low
Insulin,Biologic,8,25.6441274679848,42.80095702431781,7.97445695182476,5,High
Amoxicillin,Antibiotic,25,32.68283493656478,46.118081114402564,1.3941358511253048,4,Moderate
Aspirin,Analgesic,25,40.27952393114152,78.11615879830222,3.6248160590256946,3,High
Amoxicillin,Antibiotic,25,21.093101813834615,77.10592097700237,9.868489870951464,4,Low
Metformin,Antidiabetic,25,20.381637913087133,45.73238429114526,10.403881750994579,2,Low
Amoxicillin,Antibiotic,25,44.948066460290626,61.53468778859441,2.37579183397975,4,High
Insulin,Biologic,8,31.987936578340886,71.44591622662324,6.306364339486229,5,High
Aspirin,Analgesic,25,30.248161923805995,67.33228464484253,4.7161671444620525,3,High
Paracetamol,Analgesic,30,32.28803851836687,50.729514601198666,6.222579687621338,2,Moderate
Amoxicillin,Antibiotic,25,20.756660666814064,76.22822377164383,3.2963005261499028,4,Low
Metformin,Antidiabetic,25,41.96148214021539,41.38185192471359,2.1798800445398827,2,High
Paracetamol,Analgesic,30,28.39055483428988,57.217101929026285,2.870985826495553,2,Low
Amoxicillin,Antibiotic,25,39.48359967167192,77.86220969844987,8.097627051473577,4,High
Insulin,Biologic,8,34.64933598289676,48.84751495531383,2.0219640352405706,5,High
Amoxicillin,Antibiotic,25,28.60607355402418,57.968258261078795,4.525696281158793,4,High
Insulin,Biologic,8,27.44338337870828,45.45280832938425,4.215764837463413,5,High
Paracetamol,Analgesic,30,37.60290046877025,66.89641705108515,2.811981614810118,2,Moderate
Aspirin,Analgesic,25,27.860927819515567,61.34516389011068,2.876417722462453,3,Moderate
Paracetamol,Analgesic,30,35.97253735936455,50.29486757001854,5.296170536522216,2,High
Metformin,Antidiabetic,25,34.53592710472006,77.76714961908786,2.6204525151743474,2,Moderate
Paracetamol,Analgesic,30,22.77501133060487,47.692895983520394,4.359337410699679,2,Low
Aspirin,Analgesic,25,22.5413187559162,47.711120526309735,9.676656523563901,3,Low
Amoxicillin,Antibiotic,25,32.65576944690772,62.17397253247857,6.209273691475209,4,High
Amoxicillin,Antibiotic,25,36.45292793125577,41.21866619323981,1.4807994056564624,4,High
Paracetamol,Analgesic,30,34.77496785338185,48.11943180141928,11.11474714297312,2,High
Metformin,Antidiabetic,25,26.382702550157966,58.79357801847056,6.794633359213274,2,Low
Amoxicillin,Antibiotic,25,28.837798822089038,75.48638639569725,1.6564991598570353,4,Moderate
Aspirin,Analgesic,25,40.075973812353205,65.55515078072217,3.8798597501791177,3,High
Insulin,Biologic,8,26.005151797585505,76.16264263077804,5.4385853424983015,5,High
Amoxicillin,Antibiotic,25,38.81152287282081,52.61022982198735,5.616748104396642,4,High
Amoxicillin,Antibiotic,25,25.52226481661588,78.11417432368961,4.266911956507906,4,Low
Amoxicillin,Antibiotic,25,43.26861441285078,56.464145343961654,5.202375475974383,4,High
Paracetamol,Analgesic,30,20.89682281745095,68.28180063141708,8.635477994329083,2,Low
Aspirin,Analgesic,25,22.726187621924417,66.36189469857493,4.0176730300209735,3,Low
Paracetamol,Analgesic,30,24.629243662733586,56.3574389530274,6.777055531517466,2,Low
Paracetamol,Analgesic,30,23.001771477070005,60.03429174060253,5.650608741586653,2,Low
Metformin,Antidiabetic,25,39.21036731409168,61.6566161886143,6.217093969372087,2,High
Amoxicillin,Antibiotic,25,33.985231012146116,55.2384256080238,3.5888259403859877,4,High
Metformin,Antidiabetic,25,40.52719996615514,72.65811605626465,4.056257024829572,2,High
Aspirin,Analgesic,25,28.593551169971306,63.57930779252295,5.2588534776958,3,High
Amoxicillin,Antibiotic,25,42.708736641717934,77.1295901002444,3.2132227504311337,4,High
Insulin,Biologic,8,44.37858719903592,40.35832303639117,8.978304418534766,5,High
Metformin,Antidiabetic,25,20.49717978764754,53.84691437883606,10.417101681255993,2,Low
Paracetamol,Analgesic,30,29.85118117674763,62.39108372523681,7.132575456615756,2,Low
Paracetamol,Analgesic,30,21.05460273852018,42.20075761668736,3.2365356188089742,2,Low
Metformin,Antidiabetic,25,20.067306484593477,42.595287284362264,9.829468729186749,2,Low
Insulin,Biologic,8,33.734322406453515,64.88417941334417,6.2749419345606645,5,High
Paracetamol,Analgesic,30,42.1962490772019,69.13509299679552,2.6415168530555846,2,High
Paracetamol,Analgesic,30,20.25729753011218,78.53713043513126,5.854019925745007,2,Low
Metformin,Antidiabetic,25,28.18274720813431,50.719159515339605,6.637235431995915,2,Moderate
Aspirin,Analgesic,25,36.10588743922848,47.08887824902329,6.2020217626331355,3,High
Paracetamol,Analgesic,30,26.281361113234535,60.48398433811379,10.868241665826455,2,Low
Paracetamol,Analgesic,30,34.12106765788868,77.2456670733764,4.596274071650644,2,Moderate
Insulin,Biologic,8,22.643460627287485,52.964851340415606,9.688089616694528,5,High
Metformin,Antidiabetic,25,23.28633534150521,67.81176446131327,8.122038133261043,2,Low
Aspirin,Analgesic,25,36.118043017685096,74.3187665261872,1.6575050444707058,3,High
Insulin,Biologic,8,20.759445570114398,66.01695866066552,4.638767012161485,5,High
Insulin,Biologic,8,38.978976555915686,45.187808763607904,9.710502306988175,5,High
Amoxicillin,Antibiotic,25,42.032382685043544,54.757643861425564,7.290153506974827,4,High
Metformin,Antidiabetic,25,44.07566889389638,69.82122487450033,11.349187588102259,2,High
Metformin,Antidiabetic,25,42.924640225949084,53.27598801241368,6.663439587625634,2,High
Aspirin,Analgesic,25,28.48587551241136,61.01166930813376,4.2434315514264975,3,Moderate
Insulin,Biologic,8,24.68829641378319,79.60823185247597,11.746261730095208,5,High
Amoxicillin,Antibiotic,25,24.143036544284755,55.38596717939531,8.630387404968992,4,Low
Metformin,Antidiabetic,25,29.706096089724326,63.115050076523644,10.334190111517264,2,High
Metformin,Antidiabetic,25,35.21152615191993,76.42867661783127,8.554022900410189,2,High
Paracetamol,Analgesic,30,26.05677649167344,49.7593567102013,1.5537096731289473,2,Low
Insulin,Biologic,8,20.75166532774248,66.42535474526096,5.540125580886226,5,High
Aspirin,Analgesic,25,39.48444712938406,67.19126232271861,10.86699311075584,3,High
Aspirin,Analgesic,25,24.0944162198782,43.28175523318923,8.750250609517694,3,Low
Amoxicillin,Antibiotic,25,26.393358071793813,66.3381381175117,10.090772406991844,4,High
Amoxicillin,Antibiotic,25,28.272011539897093,46.206342719198034,10.129343866454908,4,High
Paracetamol,Analgesic,30,41.50862106394197,42.56381917768643,1.838805785049257,2,Moderate
Metformin,Antidiabetic,25,24.472332088980615,69.45976558592066,8.26332227743156,2,Low
Aspirin,Analgesic,25,42.601275717053085,68.3224086396367,10.218577393841013,3,High
Amoxicillin,Antibiotic,25,36.64955552199356,69.74474534515475,11.855889842688216,4,High
Metformin,Antidiabetic,25,29.706652057918532,65.57339309085378,10.963751742931741,2,High
Paracetamol,Analgesic,30,27.505851486701705,65.70358068191149,5.70823788032674,2,Low
Paracetamol,Analgesic,30,27.786766055175335,60.07983865802983,1.8275104747653015,2,Low
Amoxicillin,Antibiotic,25,27.34749482608421,56.18126914830464,6.69314552608742,4,High
Aspirin,Analgesic,25,36.99805943269831,59.413938516768056,4.247089935788448,3,High
Amoxicillin,Antibiotic,25,42.92537608394697,63.10364495898821,3.9005555408989965,4,High
Aspirin,Analgesic,25,37.23505555592607,58.43178693667273,2.3559303260590814,3,High
Insulin,Biologic,8,22.3321574219167,60.730557854699974,11.848160124430251,5,High
Insulin,Biologic,8,33.98288975125764,62.48153985395055,2.4506779352521075,5,High
Metformin,Antidiabetic,25,30.512800648655507,72.5482694135277,5.846060011040483,2,High
Paracetamol,Analgesic,30,40.687654145635165,64.75107974770502,8.700989995044765,2,High
Amoxicillin,Antibiotic,25,21.253784745692073,66.19887174461391,1.2276733238954876,4,Low
Metformin,Antidiabetic,25,36.43382537974351,63.69332283546022,6.534024279321045,2,High
Metformin,Antidiabetic,25,40.79178100786502,71.6528496935836,3.910800866959287,2,High
Metformin,Antidiabetic,25,25.192395428345307,53.5707509770955,3.6314077018820785,2,Low
Paracetamol,Analgesic,30,21.406625171969566,45.394441580169044,2.4720924531037776,2,Low
Insulin,Biologic,8,23.68247028566365,52.970169025235904,10.42355292450994,5,High
Aspirin,Analgesic,25,44.28529478608725,49.05104249203383,9.677646910800751,3,High
Metformin,Antidiabetic,25,27.580843573950073,59.047868477522414,1.7675065735156008,2,Low
Paracetamol,Analgesic,30,42.94990862949301,71.28074693694211,9.69968626208939,2,High
Amoxicillin,Antibiotic,25,20.33625350175385,48.25414406898075,1.0638955489485755,4,Low
Insulin,Biologic,8,29.33031050622146,51.798448110275984,5.892038118519212,5,High
Insulin,Biologic,8,21.214670237154305,52.85631358909352,3.181275262778143,5,High
Paracetamol,Analgesic,30,21.843587712472154,72.16878546197125,11.317450867141483,2,Low
Paracetamol,Analgesic,30,27.081980582823885,56.99212163563594,9.34367683850815,2,Low
Insulin,Biologic,8,34.29599890348802,58.77020554050341,5.770343017947359,5,High
Metformin,Antidiabetic,25,39.72541081423103,40.165342868346265,7.825817747209182,2,High
Amoxicillin,Antibiotic,25,25.863284529937175,73.86524325842962,5.917127222857409,4,Moderate
Insulin,Biologic,8,20.259604878939218,67.5722315100935,11.713624672863233,5,High
Metformin,Antidiabetic,25,44.446006400048645,52.20595149633013,8.820489819879157,2,High
Insulin,Biologic,8,27.54300201662583,55.38803153770695,3.8148102347887627,5,High
Paracetamol,Analgesic,30,31.0506123222625,46.39516587267346,1.5458204047730342,2,Low
Metformin,Antidiabetic,25,24.062973328760908,77.64784586733592,9.82182874913942,2,Low
Metformin,Antidiabetic,25,34.5109495220472,79.32041376427918,3.542451198613079,2,High
Insulin,Biologic,8,23.598653670362598,64.30036119294662,8.615935632086629,5,High
Amoxicillin,Antibiotic,25,41.42572462658488,44.94885521668368,6.690873540190561,4,High
Amoxicillin,Antibiotic,25,33.669932968677394,69.89394625997593,5.7771917281820135,4,High
Insulin,Biologic,8,20.345548506895295,42.50090691990303,6.701681123173697,5,High
Metformin,Antidiabetic,25,36.62952445844348,68.24696452815448,8.700162437908274,2,High
Insulin,Biologic,8,40.92601536153515,46.45346524421732,5.452904808553309,5,High
Paracetamol,Analgesic,30,33.21854572546424,79.170417371058,9.160237638594216,2,High
Metformin,Antidiabetic,25,37.55443107459706,56.61313549632648,9.13842584381753,2,High
Amoxicillin,Antibiotic,25,24.4675688075226,49.07650314479838,8.674599355580902,4,Low
Amoxicillin,Antibiotic,25,26.833208956971504,62.40770669559417,4.091365426320349,4,Moderate
Aspirin,Analgesic,25,43.16793739151984,78.99065017860048,3.479665206158013,3,High
Aspirin,Analgesic,25,31.236042600298667,43.74348971618165,2.1406029819394656,3,Moderate
Amoxicillin,Antibiotic,25,23.477070094481704,69.98070216528919,2.0845617535039995,4,Low
Amoxicillin,Antibiotic,25,28.68978119492863,61.5037243616183,4.256501717641823,4,High
Aspirin,Analgesic,25,43.76576766335337,59.28617406830185,8.311607304387845,3,High
Amoxicillin,Antibiotic,25,28.770958281173343,50.73671758024666,3.3550354425808444,4,High
Aspirin,Analgesic,25,38.33993063638644,56.34467608098809,9.490472424367475,3,High
Insulin,Biologic,8,40.580466139529385,42.19016613566491,10.961308798025886,5,High
Paracetamol,Analgesic,30,28.618631020931687,69.2541119581965,4.977839971732365,2,Low
Paracetamol,Analgesic,30,26.92924165968448,53.2109212004377,1.0233679270207015,2,Low
Amoxicillin,Antibiotic,25,20.509032023545725,79.96593930568697,2.370056269388911,4,Low
Metformin,Antidiabetic,25,33.23982288568333,61.432107377433724,2.0013298382625218,2,Moderate
Paracetamol,Analgesic,30,26.140808495500444,57.74773084907009,5.456114126069346,2,Low
Amoxicillin,Antibiotic,25,26.427310324437748,71.15582114987322,9.517710400008447,4,High
Amoxicillin,Antibiotic,25,28.662490291712174,63.11271625986737,11.818868790983919,4,High
Metformin,Antidiabetic,25,22.136183305149594,43.07677424991623,3.2229207374350124,2,Low
Insulin,Biologic,8,44.24567679103854,71.29843047019288,2.498079558796235,5,High
Metformin,Antidiabetic,25,25.82172021705911,76.48501634210987,8.445456486661222,2,Low
Amoxicillin,Antibiotic,25,28.777790650057753,76.64108577351934,2.1985022773783554,4,Moderate
Aspirin,Analgesic,25,33.1009344066889,49.15957411691849,4.048461624116188,3,High
Amoxicillin,Antibiotic,25,26.29776210110766,69.98806715324258,3.2949223119609967,4,Low
Aspirin,Analgesic,25,32.584857142371725,67.61087144415234,2.2046916763947775,3,High
Paracetamol,Analgesic,30,22.63358293360918,47.93192077291712,3.574396430473284,2,Low
Metformin,Antidiabetic,25,29.804000814726173,53.81137478218927,11.916086075822049,2,High
Metformin,Antidiabetic,25,41.13276249851811,51.62835582859499,10.326658594962144,2,High
Amoxicillin,Antibiotic,25,26.05189508836377,67.26625913117199,8.618204404614104,4,Moderate
Paracetamol,Analgesic,30,36.63009971554173,65.47429385471304,10.355720669098423,2,High
Paracetamol,Analgesic,30,27.286045805294663,67.21630301226642,3.9408365832304435,2,Low
Aspirin,Analgesic,25,33.54059447460076,60.14837966535718,6.84123919404283,3,High
Amoxicillin,Antibiotic,25,38.57109819845124,64.43377820689862,2.0635253873371937,4,High
Aspirin,Analgesic,25,39.01534438020231,48.89084986008044,2.566969246173688,3,High
Amoxicillin,Antibiotic,25,43.96612381046472,43.118077459958705,8.597139793409937,4,High
Insulin,Biologic,8,22.133877545567625,47.88507482196514,10.210445385842803,5,High
Amoxicillin,Antibiotic,25,24.273957351361137,73.11157740743808,8.334796993909421,4,Low
Amoxicillin,Antibiotic,25,40.45754712618232,50.40446768371139,4.092008382156188,4,High
Insulin,Biologic,8,41.840802197484436,58.34004004309327,4.614175828529353,5,High
Amoxicillin,Antibiotic,25,41.427965295787246,51.206547924838794,6.454177691982122,4,High
Amoxicillin,Antibiotic,25,34.01743821780687,50.105008001770784,6.143750801133009,4,High
Amoxicillin,Antibiotic,25,38.559837764394956,74.40514592401694,1.4322047031799896,4,High
Insulin,Biologic,8,30.406999184247724,42.22780847088706,10.727970508217545,5,High
Aspirin,Analgesic,25,20.481684815819644,62.10778301474811,6.768737159656115,3,Low
Insulin,Biologic,8,39.19355180058601,68.32737187098272,9.610716696459829,5,High
Metformin,Antidiabetic,25,28.810782506578185,68.10380040875968,7.557717457792634,2,High
Aspirin,Analgesic,25,21.26125653392799,40.50400720157051,7.1971297448454195,3,Low
Insulin,Biologic,8,32.98381436385837,55.94903632884994,11.062464829770235,5,High
Aspirin,Analgesic,25,43.47570050185,72.3162460174317,5.67583204462151,3,High
Metformin,Antidiabetic,25,39.717904508803215,50.235151419325845,10.046390814975272,2,High
Metformin,Antidiabetic,25,40.99180086909296,78.83532193159165,9.462391722507968,2,High
Amoxicillin,Antibiotic,25,43.62069440066291,45.79971812650909,7.261406599336599,4,High
Aspirin,Analgesic,25,21.714824368078677,61.811735252441316,10.137153474635896,3,Low
Paracetamol,Analgesic,30,44.741605062713965,44.08744501596378,7.197590451666148,2,High
Amoxicillin,Antibiotic,25,34.486113377561374,76.62603868665926,7.1177861161441,4,High
Metformin,Antidiabetic,25,22.348527661532216,65.68125044059545,9.723619053206825,2,Low
Paracetamol,Analgesic,30,37.693838672917934,44.77462277517202,5.07356608656147,2,High
Amoxicillin,Antibiotic,25,40.35355458289301,71.93818314139573,7.318663155431461,4,High
Paracetamol,Analgesic,30,37.470250665622956,67.05069942548825,9.627681095854975,2,High
Paracetamol,Analgesic,30,23.189477053882662,54.3581189770085,11.823317631256957,2,Low
Paracetamol,Analgesic,30,34.009380369729165,51.51225043386023,11.342232905909157,2,High
Amoxicillin,Antibiotic,25,31.50459158385378,58.8659602306854,6.504676763014563,4,High
Insulin,Biologic,8,41.667309239608386,64.8416820082124,8.872735222759431,5,High
Metformin,Antidiabetic,25,27.871910570613558,51.75227450478132,11.274178600215132,2,High
Amoxicillin,Antibiotic,25,34.272981097832925,53.829094085960065,2.2160488657748023,4,High
Paracetamol,Analgesic,30,41.74929301052876,68.23127682087723,4.921097248092725,2,High
Paracetamol,Analgesic,30,39.07053649355802,76.86810670815805,5.501730686662443,2,High
Metformin,Antidiabetic,25,22.33658711164179,47.3291863061775,10.884894534422472,2,Low
Insulin,Biologic,8,30.180237775064356,70.78686488592032,7.0738706843757,5,High
Paracetamol,Analgesic,30,21.06086596231555,72.65094336845806,9.702632433713163,2,Low
Metformin,Antidiabetic,25,21.261696885390023,79.88716655365,8.034282564105204,2,Low
Paracetamol,Analgesic,30,33.728366806659004,43.157553303650616,8.616959834183657,2,High
Paracetamol,Analgesic,30,24.64914905380202,65.47416732808546,1.3564185845800367,2,Low
Paracetamol,Analgesic,30,37.630992928688734,63.71985657222237,11.047337895984644,2,High
Aspirin,Analgesic,25,33.33522112528036,67.75550089610458,9.08344598799872,3,High
Paracetamol,Analgesic,30,20.08471584665309,67.16212311346123,6.581104701666194,2,Low
Metformin,Antidiabetic,25,20.72506130031405,71.83789516349935,5.606004088795636,2,Low
Amoxicillin,Antibiotic,25,33.27231965952953,47.79093250016628,3.8063528726125164,4,High
Aspirin,Analgesic,25,26.619044351455535,45.989346729515745,6.15017317629526,3,Moderate
Aspirin,Analgesic,25,43.261547597918884,69.09343064781685,1.5526531820043283,3,High
Aspirin,Analgesic,25,31.01047478794334,42.957306682306545,5.85511505521502,3,High
Aspirin,Analgesic,25,42.19852461108002,61.22371034771019,1.680403114468671,3,High
Aspirin,Analgesic,25,34.89610219891668,48.5988023658922,8.290253085918295,3,High
Paracetamol,Analgesic,30,26.530479783728108,59.34234671990765,2.029069953914668,2,Low
Aspirin,Analgesic,25,28.041057325630092,68.82118481928273,3.988742648665115,3,Moderate
Insulin,Biologic,8,41.92578059890874,55.93246783765807,10.568167606383739,5,High
Insulin,Biologic,8,29.318932171643443,53.84040692282913,2.277566845750171,5,High
Metformin,Antidiabetic,25,42.19315168218377,74.67315386068896,6.507371461702424,2,High
Paracetamol,Analgesic,30,37.537182092262995,59.523995569914675,7.6044579016174865,2,High
Amoxicillin,Antibiotic,25,20.672975639797563,67.02783543679342,10.010997337422673,4,Low
Amoxicillin,Antibiotic,25,44.83913233009959,55.84815723828003,7.428859922214689,4,High
Aspirin,Analgesic,25,28.91753425375697,67.49663328725916,7.720649796778199,3,High
Paracetamol,Analgesic,30,31.68207632207207,56.55146989553147,2.12830503759007,2,Low
Aspirin,Analgesic,25,35.69475941428074,63.2730016236781,1.2473901283100965,3,Moderate
Aspirin,Analgesic,25,25.8978999986222,51.02363173762764,7.7551525631055815,3,Moderate
Paracetamol,Analgesic,30,27.18895065847617,62.321895523541,11.06730317481462,2,Low
Paracetamol,Analgesic,30,25.716576137678327,72.1416021762906,10.130021218943865,2,Low
Paracetamol,Analgesic,30,28.830721547533816,63.93510752165125,1.364778321915162,2,Low
Amoxicillin,Antibiotic,25,42.16304903415015,75.41400463557875,6.927872551855519,4,High
Insulin,Biologic,8,44.819888602545305,47.53042867219127,5.705651750175491,5,High
Amoxicillin,Antibiotic,25,27.383530045945527,46.82457275339356,6.513952131847694,4,High
Amoxicillin,Antibiotic,25,33.745475411301825,55.148385878006465,1.7740967839006596,4,High
Insulin,Biologic,8,39.98385261908582,59.31277652153872,2.4173699841087446,5,High
Aspirin,Analgesic,25,39.99371004628105,79.15878766056863,6.578648755773374,3,High
Paracetamol,Analgesic,30,35.43323164980372,63.91321033671517,1.1086080446980073,2,Low
Paracetamol,Analgesic,30,30.179257199015787,61.140721620425175,2.1255447896938238,2,Low
Metformin,Antidiabetic,25,29.788492584576986,57.064631243254226,11.164468118008582,2,High
Paracetamol,Analgesic,30,39.74090646931456,54.7673816631395,8.650198315015759,2,High
Insulin,Biologic,8,42.63182738178712,76.79864291757434,4.3764992801376685,5,High
Insulin,Biologic,8,38.73931299472148,49.260270057429324,5.912880246840985,5,High
Metformin,Antidiabetic,25,29.961134076979256,66.93065575026463,9.575853493984015,2,High
Amoxicillin,Antibiotic,25,36.140395502439155,77.52695603730155,8.979670340578366,4,High
Metformin,Antidiabetic,25,38.207586544231035,42.15567090242579,3.9507119761241647,2,High
Metformin,Antidiabetic,25,25.493152785237942,44.825234420569544,4.399072181067576,2,Low
Insulin,Biologic,8,22.552574354199674,46.95383858379457,8.005692211731347,5,High
Aspirin,Analgesic,25,31.8354059480632,45.11693839457501,9.101295072763122,3,High
Aspirin,Analgesic,25,38.29271873553199,60.840644942454446,3.7918884040942276,3,High
Amoxicillin,Antibiotic,25,23.6303918996159,47.81448785739442,7.340629706894655,4,Low
Aspirin,Analgesic,25,44.46849636021764,79.78278995563808,9.098560896232913,3,High
Aspirin,Analgesic,25,20.029533809843983,41.91871292558636,3.76165905310038,3,Low
Metformin,Antidiabetic,25,28.03770828923257,60.69626177033339,3.741826268879067,2,Moderate
Insulin,Biologic,8,32.495968229606056,55.28339863207013,4.244599099211788,5,High
Aspirin,Analgesic,25,40.319989317171675,49.13856087303651,7.391535860933992,3,High
Amoxicillin,Antibiotic,25,37.81199860195742,49.051985627319155,9.510765511088426,4,High
Metformin,Antidiabetic,25,25.377141523935315,77.7079816663263,8.573650878211824,2,Low
Aspirin,Analgesic,25,23.25092845219278,47.8991067688392,7.578510359368142,3,Low
Insulin,Biologic,8,25.099812088280455,79.13426938135865,3.7857709839309384,5,High
Aspirin,Analgesic,25,23.6777967802249,69.46398809115286,5.0280784285850295,3,Low
Amoxicillin,Antibiotic,25,21.726140187618448,40.820680234101815,3.620864608957212,4,Low
Amoxicillin,Antibiotic,25,21.100986445462794,68.0469604887349,8.589645985072409,4,Low
Paracetamol,Analgesic,30,22.77896334197804,51.07934164993142,4.132661465344414,2,Low
Aspirin,Analgesic,25,32.39805304571338,61.801410478945684,10.736978787110104,3,High
Aspirin,Analgesic,25,37.470907406159235,49.78941069769043,10.92318362730106,3,High
Metformin,Antidiabetic,25,39.8109106809017,74.58958821199477,6.7026348653614605,2,High
Paracetamol,Analgesic,30,34.04439334615844,76.8010195091433,2.5663347091309423,2,Moderate
Paracetamol,Analgesic,30,33.12306323853887,48.24474118289882,4.59246697700555,2,Moderate
Metformin,Antidiabetic,25,42.639489949169786,75.5287377133886,10.707987870432957,2,High
Amoxicillin,Antibiotic,25,35.47364724364601,67.52901092950103,9.350836512504745,4,High
Amoxicillin,Antibiotic,25,42.941671995938464,77.81418662235248,8.568681454414707,4,High
Amoxicillin,Antibiotic,25,34.27875273243074,72.08173810378159,2.480484360921251,4,High
Paracetamol,Analgesic,30,27.280317022964223,45.15311476723883,7.120697694663518,2,Low
Amoxicillin,Antibiotic,25,25.17805929539239,63.50329489080683,6.324075973121914,4,Low
Paracetamol,Analgesic,30,22.382043451230338,56.2927151782913,7.362627915613707,2,Low
Insulin,Biologic,8,26.836147575906654,58.1494822474992,3.158699829293547,5,High
